repetition,system,agents,concurrency,measurement_seconds,requests,errors,error_rate,throughput_rps,throughput_std_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
4,userspace,5,1,30.0,32744,0,0.0,1091.467,43.855,0.912,0.901,0.999,1.295
4,userspace,5,10,30.0,34281,0,0.0,1142.7,4.851,8.746,8.701,10.086,10.92
4,userspace,5,50,30.0,36201,0,0.0,1206.7,6.854,41.423,41.376,43.922,46.163
4,userspace,5,100,30.0,36414,0,0.0,1213.8,10.717,82.365,82.297,86.289,90.04
4,userspace,10,1,30.0,33256,0,0.0,1108.533,14.053,0.898,0.901,0.964,1.024
4,userspace,10,10,30.0,34214,0,0.0,1140.467,7.324,8.764,8.71,10.082,11.036
4,userspace,10,50,30.0,36566,0,0.0,1218.867,22.268,41.016,40.835,43.742,73.41
4,userspace,10,100,30.0,36653,0,0.0,1221.767,24.058,81.832,81.755,85.998,156.899
4,userspace,20,1,30.0,33016,0,0.0,1100.533,10.982,0.905,0.907,0.971,1.042
4,userspace,20,10,30.0,33865,0,0.0,1128.833,5.408,8.854,8.809,10.185,11.017
4,userspace,20,50,30.0,36105,0,0.0,1203.5,43.846,41.536,41.29,45.22,61.728
4,userspace,20,100,30.0,36407,0,0.0,1213.567,14.19,82.38,82.259,85.949,158.416
4,userspace,50,1,30.0,32153,0,0.0,1071.767,47.06,0.929,0.919,1.009,1.324
4,userspace,50,10,30.0,33757,0,0.0,1125.233,4.84,8.883,8.834,10.215,11.075
4,userspace,50,50,30.0,36274,0,0.0,1209.133,30.308,41.342,41.192,43.709,45.625
4,userspace,50,100,30.0,36191,0,0.0,1206.367,26.088,82.87,82.695,87.154,155.228
5,seccomp,1,1,30.0,32535,0,0.0,1084.5,2.013,0.918,0.924,0.985,1.035
5,seccomp,1,10,30.0,30878,0,0.0,1029.267,23.09,9.711,9.579,11.467,13.109
5,seccomp,1,50,30.0,33666,0,0.0,1122.2,17.75,44.547,44.409,47.867,75.14
5,seccomp,1,100,30.0,33717,0,0.0,1123.9,14.013,88.941,88.773,94.328,170.016
5,seccomp,5,1,30.0,32428,0,0.0,1080.933,2.273,0.921,0.927,0.988,1.041
5,seccomp,5,10,30.0,31211,0,0.0,1040.367,5.34,9.608,9.53,11.282,12.483
5,seccomp,5,50,30.0,33584,0,0.0,1119.467,16.759,44.646,44.521,47.724,65.443
5,seccomp,5,100,30.0,33748,0,0.0,1124.933,15.427,88.876,88.549,93.764,169.999
5,seccomp,10,1,30.0,32265,0,0.0,1075.5,4.345,0.926,0.931,0.995,1.057
5,seccomp,10,10,30.0,31001,0,0.0,1033.367,6.031,9.672,9.597,11.304,12.413
5,seccomp,10,50,30.0,33134,0,0.0,1104.467,31.78,45.258,44.942,49.241,64.107
5,seccomp,10,100,30.0,33701,0,0.0,1123.367,9.405,89.0,89.175,93.642,163.631
5,seccomp,20,1,30.0,32096,0,0.0,1069.867,3.521,0.931,0.936,0.999,1.055
5,seccomp,20,10,30.0,30821,0,0.0,1027.367,7.425,9.729,9.648,11.426,12.523
5,seccomp,20,50,30.0,33215,0,0.0,1107.167,15.981,45.151,44.996,48.294,50.937
5,seccomp,20,100,30.0,33270,0,0.0,1109.0,21.464,90.147,89.922,94.53,172.622
5,seccomp,50,1,30.0,31734,0,0.0,1057.8,3.699,0.941,0.948,1.013,1.07
5,seccomp,50,10,30.0,30598,0,0.0,1019.933,17.611,9.8,9.695,11.499,12.844
5,seccomp,50,50,30.0,32777,0,0.0,1092.567,37.912,45.754,45.344,50.365,63.928
5,seccomp,50,100,30.0,33198,0,0.0,1106.6,14.038,90.334,90.137,94.847,134.856
5,userspace,1,1,30.0,33515,0,0.0,1117.167,13.282,0.891,0.893,0.956,1.024
5,userspace,1,10,30.0,34378,0,0.0,1145.933,4.842,8.722,8.68,10.057,10.887
5,userspace,1,50,30.0,36500,0,0.0,1216.667,10.169,41.087,41.048,43.696,46.101
5,userspace,1,100,30.0,36401,0,0.0,1213.367,14.392,82.391,82.08,86.054,158.782
5,userspace,5,1,30.0,33372,0,0.0,1112.4,18.522,0.895,0.899,0.962,1.023
5,userspace,5,10,30.0,34289,0,0.0,1142.967,7.841,8.745,8.705,10.054,10.868
5,userspace,5,50,30.0,36646,0,0.0,1221.533,31.844,40.922,40.726,44.073,62.691
5,userspace,5,100,30.0,36894,0,0.0,1229.8,22.744,81.297,80.983,85.672,156.69
5,userspace,10,1,30.0,33407,0,0.0,1113.567,3.481,0.894,0.899,0.96,1.017
5,userspace,10,10,30.0,34037,0,0.0,1134.567,28.82,8.809,8.72,10.095,10.978
5,userspace,10,50,30.0,36576,0,0.0,1219.2,10.314,40.998,40.984,43.646,46.496
5,userspace,10,100,30.0,36156,0,0.0,1205.2,19.368,82.946,82.571,86.4,158.745
5,userspace,20,1,30.0,33087,0,0.0,1102.9,17.307,0.903,0.905,0.972,1.053
5,userspace,20,10,30.0,33974,0,0.0,1132.467,5.231,8.825,8.781,10.132,10.96
5,userspace,20,50,30.0,36341,0,0.0,1211.367,11.451,41.264,41.223,43.858,45.978
5,userspace,20,100,30.0,36182,0,0.0,1206.067,19.208,82.898,82.42,86.507,158.636
5,userspace,50,1,30.0,32848,0,0.0,1094.933,4.331,0.909,0.915,0.98,1.042
